Row ID,Order ID,Order Date,Ship Date,Customer ID,Product ID,Segment,Ship Mode,Discount,Postal Code,Profit,Quantity,Sales
4940,ORD04940,11-07-2021,17-07-2021,CUST0265,PROD237,Consumer,First Class,0.47,400001,379.66,2,904.31
4941,ORD04941,02-01-2024,06-01-2024,CUST0538,PROD147,Consumer,Same Day,0.25,440001,78.03,1,331.4
4942,ORD04942,27-11-2022,29-11-2022,CUST0028,PROD983,Home Office,Same Day,0.07,452001,103.92,9,2626.12
4943,ORD04943,25-04-2022,30-04-2022,CUST0786,PROD292,Home Office,Second Class,0.32,302001,225.11,8,2676.5
4944,ORD04944,16-10-2023,20-10-2023,CUST0293,PROD226,Consumer,Standard Class,0.04,226001,156.7,3,1307.89
4945,ORD04945,20-05-2021,27-05-2021,CUST0443,PROD736,Corporate,Second Class,0.35,500001,497.57,4,1027.88
4946,ORD04946,26-04-2022,28-04-2022,CUST0556,PROD254,Consumer,Standard Class,0.16,452001,105.22,9,338.88
4947,ORD04947,11-01-2023,17-01-2023,CUST0392,PROD730,Consumer,Second Class,0.33,600001,175.46,2,817.15
4948,ORD04948,15-04-2023,19-04-2023,CUST0220,PROD689,Corporate,First Class,0.32,781001,31.22,8,2467.99
4949,ORD04949,03-01-2021,08-01-2021,CUST0113,PROD215,Corporate,Second Class,0.14,781001,264.67,5,295.48
4950,ORD04950,10-05-2021,11-05-2021,CUST0275,PROD932,Consumer,Same Day,0.38,530001,-47.5,2,658.05
4951,ORD04951,03-03-2022,09-03-2022,CUST0670,PROD483,Corporate,First Class,0.35,380001,295.68,7,745.01
4952,ORD04952,22-01-2023,28-01-2023,CUST0039,PROD162,Consumer,Second Class,0.26,530001,122.77,6,914.52
4953,ORD04953,14-08-2022,17-08-2022,CUST0014,PROD605,Corporate,Same Day,0.34,411001,96.71,1,186.22
4954,ORD04954,15-08-2023,21-08-2023,CUST0053,PROD192,Consumer,Second Class,0.23,380001,467.62,6,2634.55
4955,ORD04955,30-10-2024,05-11-2024,CUST0264,PROD759,Consumer,Standard Class,0.38,695001,59.13,1,217.13
4956,ORD04956,06-08-2021,12-08-2021,CUST0737,PROD874,Corporate,Same Day,0.01,751001,37.49,8,2904.36
4957,ORD04957,08-12-2024,13-12-2024,CUST0361,PROD729,Corporate,Standard Class,0.29,781001,265.64,4,1373.29
4958,ORD04958,21-04-2024,25-04-2024,CUST0109,PROD225,Corporate,Standard Class,0.19,462001,446.82,7,1434.36
4959,ORD04959,24-06-2023,25-06-2023,CUST0211,PROD548,Home Office,Second Class,0.02,160001,18.62,2,879.33
4960,ORD04960,27-07-2021,28-07-2021,CUST0190,PROD677,Home Office,Same Day,0.01,440001,186.31,5,1067.59
4961,ORD04961,28-04-2024,01-05-2024,CUST0421,PROD508,Corporate,Second Class,0.29,400001,426.41,4,1078.01
4962,ORD04962,17-03-2022,23-03-2022,CUST0204,PROD922,Corporate,Second Class,0.04,695001,387.78,4,363.39
4963,ORD04963,25-04-2024,02-05-2024,CUST0427,PROD543,Consumer,First Class,0.28,380001,105.39,6,178.07
4964,ORD04964,28-01-2023,31-01-2023,CUST0195,PROD300,Corporate,Same Day,0.1,110001,-1.03,5,2305.57
4965,ORD04965,21-02-2022,26-02-2022,CUST0701,PROD644,Corporate,Second Class,0.23,500001,126.55,1,197.48
4966,ORD04966,21-02-2022,22-02-2022,CUST0543,PROD482,Home Office,First Class,0.01,700001,26.8,3,1372.97
4967,ORD04967,27-09-2024,28-09-2024,CUST0218,PROD610,Consumer,First Class,0.41,411001,391.36,2,138.88
4968,ORD04968,30-10-2022,04-11-2022,CUST0059,PROD403,Corporate,Same Day,0.29,160001,102.98,1,246.11
4969,ORD04969,30-07-2022,04-08-2022,CUST0079,PROD564,Home Office,First Class,0.44,395001,328.99,1,345.54
4970,ORD04970,30-11-2024,02-12-2024,CUST0377,PROD156,Home Office,First Class,0.39,395001,229.12,1,353.62
4971,ORD04971,25-04-2023,02-05-2023,CUST0206,PROD996,Home Office,Same Day,0.24,530001,194.16,1,180.95
4972,ORD04972,07-01-2023,14-01-2023,CUST0032,PROD626,Corporate,Same Day,0.39,751001,90.46,2,813.68
4973,ORD04973,17-04-2021,19-04-2021,CUST0741,PROD500,Corporate,First Class,0.36,800001,378.41,6,2609.2
4974,ORD04974,15-11-2024,22-11-2024,CUST0644,PROD820,Consumer,First Class,0.14,560001,77.52,1,118.99
4975,ORD04975,11-06-2024,18-06-2024,CUST0372,PROD679,Consumer,Same Day,0.16,781001,108.96,4,1686.45
4976,ORD04976,20-01-2023,26-01-2023,CUST0607,PROD506,Corporate,Standard Class,0.38,695001,30.02,3,413.45
4977,ORD04977,21-03-2022,28-03-2022,CUST0188,PROD919,Home Office,Standard Class,0.44,500001,87.42,4,903.95
4978,ORD04978,24-10-2022,27-10-2022,CUST0227,PROD299,Consumer,Same Day,0.45,440001,-49.63,4,1761.77
4979,ORD04979,13-09-2022,19-09-2022,CUST0398,PROD844,Home Office,Standard Class,0.18,160001,338.99,2,535.97
4980,ORD04980,20-08-2024,26-08-2024,CUST0712,PROD643,Consumer,First Class,0.43,700001,106.43,4,1233.65
4981,ORD04981,12-12-2021,13-12-2021,CUST0087,PROD492,Consumer,Standard Class,0.48,400001,330.07,5,2491.95
4982,ORD04982,13-10-2021,19-10-2021,CUST0034,PROD512,Home Office,Standard Class,0.13,302001,416.89,6,2346.99
4983,ORD04983,19-12-2023,21-12-2023,CUST0310,PROD920,Corporate,Second Class,0.4,160001,331.46,4,194.95
4984,ORD04984,14-12-2021,17-12-2021,CUST0538,PROD151,Home Office,Same Day,0.34,440001,8.17,3,1452.03
4985,ORD04985,15-05-2022,18-05-2022,CUST0494,PROD697,Home Office,First Class,0.3,226001,373.87,8,3188.87
4986,ORD04986,04-01-2023,07-01-2023,CUST0285,PROD116,Home Office,First Class,0.4,462001,231,2,293.78
4987,ORD04987,24-05-2022,29-05-2022,CUST0310,PROD625,Home Office,Standard Class,0.15,452001,87.84,8,3516.68
4988,ORD04988,26-12-2021,30-12-2021,CUST0670,PROD323,Home Office,First Class,0.23,695001,424.85,7,1132.24
4989,ORD04989,28-11-2023,29-11-2023,CUST0667,PROD472,Home Office,Same Day,0.03,700001,73.46,2,82.16
4990,ORD04990,04-11-2022,08-11-2022,CUST0110,PROD716,Consumer,Standard Class,0.35,700001,216.27,7,1810.74
4991,ORD04991,12-12-2022,14-12-2022,CUST0470,PROD482,Home Office,First Class,0.31,411001,214.87,1,467.11
4992,ORD04992,11-06-2022,16-06-2022,CUST0334,PROD169,Corporate,Standard Class,0.01,226001,-27.07,1,255.28
4993,ORD04993,26-03-2024,02-04-2024,CUST0289,PROD112,Consumer,Second Class,0.18,751001,382.4,5,697.2
4994,ORD04994,20-03-2024,21-03-2024,CUST0644,PROD961,Consumer,Standard Class,0.33,400001,135.87,1,334
4995,ORD04995,03-10-2021,10-10-2021,CUST0661,PROD986,Corporate,Second Class,0.32,440001,295.29,2,966.8
4996,ORD04996,27-02-2022,01-03-2022,CUST0448,PROD167,Consumer,Standard Class,0.31,302001,121.35,2,857.14
4997,ORD04997,11-12-2024,18-12-2024,CUST0613,PROD947,Home Office,Standard Class,0.31,160001,35.78,6,812.47
4998,ORD04998,11-08-2021,15-08-2021,CUST0079,PROD212,Corporate,Second Class,0.13,380001,208.32,6,857.04
4999,ORD04999,12-08-2022,14-08-2022,CUST0613,PROD476,Home Office,Standard Class,0.35,400001,156.35,1,204.97
5000,ORD05000,02-07-2024,05-07-2024,CUST0220,PROD693,Corporate,Same Day,0.14,160001,30.3,9,1683.28
5001,ORD05001,17-01-2021,20-01-2021,CUST0200,PROD448,Corporate,Standard Class,0.01,302001,117.5,8,1790.48
5002,ORD05002,14-02-2021,20-02-2021,CUST0763,PROD990,Corporate,First Class,0.33,110001,498.66,8,961.46
5003,ORD05003,07-09-2021,12-09-2021,CUST0041,PROD798,Corporate,Same Day,0.49,500001,423.29,5,1766.9
5004,ORD05004,09-08-2022,13-08-2022,CUST0643,PROD161,Home Office,Standard Class,0.32,395001,352.07,4,479.07
5005,ORD05005,08-02-2023,14-02-2023,CUST0402,PROD344,Consumer,Second Class,0.07,800001,160.66,6,2516.97
5006,ORD05006,05-10-2022,06-10-2022,CUST0576,PROD865,Corporate,Standard Class,0.38,380001,488.36,8,1837.73
5007,ORD05007,20-12-2024,25-12-2024,CUST0067,PROD531,Corporate,Same Day,0.12,500001,304.68,3,1162.88
5008,ORD05008,12-05-2023,16-05-2023,CUST0181,PROD787,Home Office,First Class,0.45,751001,350.71,4,214.97
5009,ORD05009,20-12-2021,22-12-2021,CUST0518,PROD374,Consumer,Same Day,0.09,462001,217.83,6,2307.69
5010,ORD05010,23-12-2021,25-12-2021,CUST0109,PROD516,Corporate,Standard Class,0.06,560001,-12.98,5,91.27
5011,ORD05011,14-07-2022,15-07-2022,CUST0454,PROD542,Corporate,Standard Class,0.49,395001,372.1,7,313.56
5012,ORD05012,28-07-2022,03-08-2022,CUST0415,PROD847,Consumer,Standard Class,0.24,781001,118.7,7,1839.78
5013,ORD05013,13-06-2024,17-06-2024,CUST0114,PROD354,Home Office,Same Day,0.2,226001,442.92,4,75.36
5014,ORD05014,25-06-2022,28-06-2022,CUST0735,PROD919,Corporate,Second Class,0.49,500001,164.3,3,963.42
5015,ORD05015,06-10-2024,10-10-2024,CUST0784,PROD491,Home Office,Same Day,0.43,695001,338.33,8,2757.74
5016,ORD05016,04-08-2021,07-08-2021,CUST0382,PROD932,Consumer,Standard Class,0.33,462001,130.14,9,1795.83
5017,ORD05017,22-11-2021,25-11-2021,CUST0483,PROD960,Consumer,First Class,0.07,751001,-39.96,6,2233.32
5018,ORD05018,07-12-2022,14-12-2022,CUST0775,PROD114,Consumer,Same Day,0.04,452001,163.14,6,1222.12
5019,ORD05019,19-05-2024,24-05-2024,CUST0440,PROD160,Consumer,First Class,0.29,462001,439.14,1,391.95
5020,ORD05020,28-10-2024,29-10-2024,CUST0597,PROD797,Home Office,Second Class,0.47,440001,161.79,4,1123.34
5021,ORD05021,02-12-2024,09-12-2024,CUST0622,PROD917,Consumer,Standard Class,0.11,800001,-28.95,9,1788.23
5022,ORD05022,14-07-2024,20-07-2024,CUST0248,PROD992,Consumer,Standard Class,0.42,411001,361.45,2,566.08
5023,ORD05023,24-09-2022,30-09-2022,CUST0449,PROD178,Home Office,First Class,0.48,380001,186.67,2,744.36
5024,ORD05024,15-08-2022,22-08-2022,CUST0199,PROD510,Home Office,Second Class,0.07,110001,64.7,9,1425.52
5025,ORD05025,10-12-2023,14-12-2023,CUST0389,PROD374,Consumer,Standard Class,0.41,440001,82.39,5,1537.33
5026,ORD05026,24-11-2023,26-11-2023,CUST0650,PROD941,Home Office,Standard Class,0.27,530001,6.52,2,529.73
5027,ORD05027,08-12-2023,14-12-2023,CUST0752,PROD378,Home Office,Same Day,0.5,800001,-49.01,1,81.85
5028,ORD05028,26-12-2022,28-12-2022,CUST0645,PROD561,Home Office,Standard Class,0.1,395001,153.67,6,1073.55
5029,ORD05029,06-11-2023,07-11-2023,CUST0488,PROD817,Consumer,Same Day,0.22,452001,273.06,6,1266.43
5030,ORD05030,31-03-2021,07-04-2021,CUST0323,PROD105,Home Office,Same Day,0.28,411001,3.73,3,562.27
5031,ORD05031,22-05-2021,24-05-2021,CUST0231,PROD529,Consumer,First Class,0.19,695001,229.24,5,155.12
5032,ORD05032,04-07-2021,06-07-2021,CUST0728,PROD764,Consumer,First Class,0.04,395001,118.86,7,1408.82
5033,ORD05033,24-05-2024,27-05-2024,CUST0760,PROD566,Consumer,Same Day,0.29,440001,108.08,1,88.77
5034,ORD05034,10-07-2023,11-07-2023,CUST0336,PROD404,Consumer,Standard Class,0.23,560001,281.14,5,2453.64
5035,ORD05035,18-10-2022,21-10-2022,CUST0762,PROD542,Consumer,Second Class,0.43,751001,434.9,3,113.88
5036,ORD05036,13-07-2023,19-07-2023,CUST0300,PROD573,Corporate,First Class,0.13,452001,389.62,9,3314.61
5037,ORD05037,18-02-2022,20-02-2022,CUST0382,PROD464,Home Office,First Class,0.45,530001,338.39,6,337.75
5038,ORD05038,09-10-2022,12-10-2022,CUST0752,PROD802,Corporate,Same Day,0.03,462001,187.43,6,2958.88
5039,ORD05039,03-01-2023,10-01-2023,CUST0106,PROD958,Home Office,First Class,0.45,395001,402.38,3,519.08
5040,ORD05040,08-10-2022,14-10-2022,CUST0203,PROD958,Corporate,Second Class,0.36,452001,448.81,1,152.59
5041,ORD05041,01-07-2021,06-07-2021,CUST0800,PROD602,Consumer,Same Day,0.02,800001,356.42,7,306.49
5042,ORD05042,25-06-2022,28-06-2022,CUST0137,PROD417,Consumer,Second Class,0.22,110001,414.89,9,4318.21
5043,ORD05043,15-09-2022,17-09-2022,CUST0155,PROD577,Corporate,Standard Class,0.29,695001,290.51,7,2826.35
5044,ORD05044,15-01-2023,16-01-2023,CUST0231,PROD949,Corporate,First Class,0.08,530001,344.02,5,1269.86
5045,ORD05045,04-04-2024,10-04-2024,CUST0141,PROD303,Corporate,First Class,0.25,160001,-15.79,3,1044.91
5046,ORD05046,13-06-2024,19-06-2024,CUST0521,PROD434,Consumer,Standard Class,0.13,600001,197.35,6,2965.04
5047,ORD05047,24-01-2022,31-01-2022,CUST0118,PROD159,Home Office,Second Class,0.03,781001,181.18,8,3707.01
5048,ORD05048,08-07-2023,13-07-2023,CUST0598,PROD391,Corporate,Standard Class,0.47,400001,172.61,5,1539.75
5049,ORD05049,15-02-2022,21-02-2022,CUST0765,PROD884,Corporate,Standard Class,0.42,500001,309.36,2,417.97
5050,ORD05050,02-06-2024,07-06-2024,CUST0278,PROD484,Consumer,Second Class,0.08,400001,435.22,4,420.73
5051,ORD05051,20-07-2022,26-07-2022,CUST0496,PROD918,Home Office,Second Class,0.46,452001,220.73,3,995.15
5052,ORD05052,17-04-2022,19-04-2022,CUST0065,PROD155,Consumer,Second Class,0.42,700001,105.92,7,2453.58
5053,ORD05053,26-11-2021,28-11-2021,CUST0352,PROD336,Corporate,Second Class,0.27,700001,278.76,9,2933.96
5054,ORD05054,25-07-2024,01-08-2024,CUST0274,PROD776,Consumer,Same Day,0.06,440001,316.34,3,547.9
5055,ORD05055,22-03-2024,27-03-2024,CUST0535,PROD473,Corporate,Same Day,0.24,110001,79.57,6,1512.58
5056,ORD05056,05-03-2021,06-03-2021,CUST0585,PROD773,Consumer,Standard Class,0.43,800001,383.2,7,2487.82
5057,ORD05057,03-08-2021,07-08-2021,CUST0077,PROD417,Corporate,Second Class,0.26,226001,13.03,6,975.19
5058,ORD05058,10-10-2024,12-10-2024,CUST0084,PROD153,Home Office,Second Class,0.21,500001,84.95,6,1851.54
5059,ORD05059,06-10-2021,10-10-2021,CUST0532,PROD219,Consumer,Standard Class,0.13,700001,478.25,6,2389.07
5060,ORD05060,25-05-2023,30-05-2023,CUST0248,PROD449,Consumer,Standard Class,0.3,560001,404.19,2,963.68
5061,ORD05061,23-10-2022,26-10-2022,CUST0564,PROD871,Home Office,Second Class,0.5,695001,69.41,3,342.18
5062,ORD05062,22-09-2023,24-09-2023,CUST0189,PROD158,Corporate,Second Class,0.32,600001,-8.01,7,2645.74
5063,ORD05063,16-03-2021,22-03-2021,CUST0526,PROD206,Corporate,Standard Class,0.06,452001,275.96,8,2967.75
5064,ORD05064,15-01-2024,18-01-2024,CUST0072,PROD772,Home Office,Second Class,0.35,160001,184.94,6,467.54
5065,ORD05065,09-08-2021,12-08-2021,CUST0774,PROD982,Home Office,Second Class,0.08,560001,33.01,8,297.87
5066,ORD05066,20-11-2022,24-11-2022,CUST0133,PROD781,Home Office,Standard Class,0.45,462001,423.22,5,741.19
5067,ORD05067,17-10-2024,19-10-2024,CUST0033,PROD811,Home Office,Same Day,0.14,530001,60.64,8,1193.84
5068,ORD05068,25-02-2022,27-02-2022,CUST0792,PROD536,Consumer,First Class,0.3,395001,14.59,9,1920.66
5069,ORD05069,23-12-2022,25-12-2022,CUST0105,PROD916,Consumer,Same Day,0.22,751001,390.62,1,267.69
5070,ORD05070,25-08-2024,26-08-2024,CUST0326,PROD550,Consumer,Second Class,0.22,500001,456.96,1,141.23
5071,ORD05071,16-01-2021,22-01-2021,CUST0317,PROD930,Consumer,Same Day,0.19,302001,152.2,4,263.68
5072,ORD05072,26-12-2021,28-12-2021,CUST0663,PROD179,Consumer,First Class,0.41,781001,412.39,2,340.89
5073,ORD05073,03-12-2022,10-12-2022,CUST0790,PROD385,Home Office,Standard Class,0.2,395001,24.02,7,2174.46
5074,ORD05074,29-06-2024,03-07-2024,CUST0146,PROD476,Corporate,Second Class,0.16,781001,15.77,1,273.46
5075,ORD05075,05-03-2021,11-03-2021,CUST0258,PROD419,Consumer,Same Day,0.09,226001,3.75,1,445.41
5076,ORD05076,16-04-2023,17-04-2023,CUST0278,PROD383,Consumer,First Class,0.28,530001,488.68,6,565.68
5077,ORD05077,27-11-2024,01-12-2024,CUST0663,PROD944,Home Office,Same Day,0.07,560001,433.65,1,333.32
5078,ORD05078,20-10-2021,26-10-2021,CUST0436,PROD985,Corporate,First Class,0.05,452001,479.4,3,366.41
5079,ORD05079,03-07-2024,08-07-2024,CUST0557,PROD374,Home Office,First Class,0.14,800001,154.15,2,930.81
5080,ORD05080,13-01-2021,17-01-2021,CUST0485,PROD375,Consumer,Second Class,0.47,160001,102.29,9,264.4
5081,ORD05081,01-08-2022,06-08-2022,CUST0577,PROD739,Corporate,Standard Class,0.45,160001,98.34,4,1698.05
5082,ORD05082,04-06-2022,07-06-2022,CUST0374,PROD839,Corporate,Same Day,0.19,800001,90.82,8,1967.29
5083,ORD05083,12-01-2024,16-01-2024,CUST0117,PROD129,Corporate,First Class,0.13,226001,465.93,6,1073.13
5084,ORD05084,16-11-2022,21-11-2022,CUST0659,PROD162,Corporate,Second Class,0.02,110001,221.2,5,388.62
5085,ORD05085,07-08-2022,14-08-2022,CUST0296,PROD577,Home Office,Same Day,0.17,700001,480.51,7,1434.47
5086,ORD05086,01-09-2023,02-09-2023,CUST0742,PROD651,Home Office,Second Class,0.32,781001,340.47,2,492.2
5087,ORD05087,05-01-2024,11-01-2024,CUST0269,PROD967,Consumer,Standard Class,0.05,302001,58.32,9,843.84
5088,ORD05088,02-06-2024,08-06-2024,CUST0398,PROD525,Home Office,First Class,0.28,302001,219.68,4,905.43
5089,ORD05089,05-09-2022,11-09-2022,CUST0478,PROD695,Consumer,First Class,0.17,395001,319.73,9,2392.77
5090,ORD05090,07-09-2022,11-09-2022,CUST0744,PROD925,Corporate,Second Class,0.16,400001,88.94,2,167.11
5091,ORD05091,01-05-2022,05-05-2022,CUST0185,PROD699,Consumer,Standard Class,0.29,400001,458.15,8,3308.29
5092,ORD05092,01-07-2024,08-07-2024,CUST0411,PROD618,Corporate,Second Class,0.39,700001,208.92,8,3381.28
5093,ORD05093,10-03-2021,15-03-2021,CUST0713,PROD732,Home Office,Second Class,0.42,400001,169.5,3,184.44
5094,ORD05094,31-12-2024,07-01-2025,CUST0344,PROD612,Home Office,Same Day,0.19,160001,476.92,1,426.29
5095,ORD05095,24-03-2024,26-03-2024,CUST0613,PROD947,Home Office,First Class,0.38,380001,137.04,1,443.31
5096,ORD05096,14-01-2021,16-01-2021,CUST0481,PROD922,Corporate,Second Class,0.34,452001,416.36,4,173.13
5097,ORD05097,16-06-2024,23-06-2024,CUST0563,PROD357,Corporate,Second Class,0.42,781001,289.61,6,404.49
5098,ORD05098,31-10-2023,03-11-2023,CUST0138,PROD945,Home Office,Same Day,0.42,800001,152.08,6,1460.51
5099,ORD05099,22-04-2021,23-04-2021,CUST0281,PROD707,Corporate,Same Day,0.36,380001,-35.52,9,3181.12
5100,ORD05100,20-06-2024,27-06-2024,CUST0510,PROD289,Home Office,Same Day,0.46,226001,116.65,5,1594.02
5101,ORD05101,10-01-2022,16-01-2022,CUST0125,PROD495,Corporate,First Class,0.12,400001,289.16,7,3000.21
5102,ORD05102,09-07-2023,16-07-2023,CUST0778,PROD752,Corporate,Same Day,0.14,440001,211.16,1,225.47
5103,ORD05103,10-04-2024,14-04-2024,CUST0225,PROD975,Consumer,First Class,0.27,600001,448.13,7,3212.07
5104,ORD05104,26-06-2023,28-06-2023,CUST0778,PROD845,Consumer,First Class,0.07,781001,216.6,1,42.57
5105,ORD05105,26-01-2023,29-01-2023,CUST0755,PROD566,Consumer,Same Day,0.04,560001,475.53,8,1562.08
5106,ORD05106,20-12-2023,25-12-2023,CUST0290,PROD403,Corporate,Standard Class,0.03,411001,291.49,5,411.85
5107,ORD05107,15-05-2024,16-05-2024,CUST0537,PROD580,Corporate,Second Class,0.07,751001,8.55,9,1015.01
5108,ORD05108,05-05-2024,07-05-2024,CUST0276,PROD250,Corporate,First Class,0.4,395001,-31.76,7,3171.52
5109,ORD05109,27-02-2021,28-02-2021,CUST0544,PROD298,Corporate,Same Day,0.13,440001,329.86,2,386.86
5110,ORD05110,27-06-2024,29-06-2024,CUST0547,PROD325,Corporate,Second Class,0.23,695001,-10.76,6,2176.13
5111,ORD05111,24-09-2024,27-09-2024,CUST0344,PROD653,Home Office,Second Class,0.33,560001,302.59,7,1684.01
5112,ORD05112,09-12-2024,13-12-2024,CUST0593,PROD494,Corporate,First Class,0.21,800001,340.4,8,1488.09
5113,ORD05113,24-08-2024,27-08-2024,CUST0717,PROD186,Corporate,Standard Class,0.27,411001,2.77,9,1289.22
5114,ORD05114,14-08-2021,15-08-2021,CUST0699,PROD936,Consumer,Same Day,0.18,160001,250.04,9,392.03
5115,ORD05115,11-02-2023,17-02-2023,CUST0040,PROD941,Consumer,First Class,0.21,302001,80.87,3,1410.69
5116,ORD05116,20-05-2021,24-05-2021,CUST0779,PROD405,Corporate,Same Day,0.34,695001,39.7,6,251.22
5117,ORD05117,08-08-2024,12-08-2024,CUST0230,PROD207,Corporate,Same Day,0.18,800001,437.54,5,153.49
5118,ORD05118,28-02-2024,29-02-2024,CUST0586,PROD183,Home Office,Second Class,0.42,302001,172.22,7,669.96
5119,ORD05119,24-09-2021,25-09-2021,CUST0436,PROD484,Corporate,Second Class,0.47,110001,220.97,4,541.44
5120,ORD05120,19-12-2022,24-12-2022,CUST0280,PROD543,Corporate,Same Day,0.35,160001,387.23,8,2217.35
5121,ORD05121,08-09-2024,09-09-2024,CUST0333,PROD139,Home Office,First Class,0.43,110001,386.01,8,2967.6
5122,ORD05122,04-03-2023,07-03-2023,CUST0537,PROD543,Corporate,Standard Class,0.19,160001,212.95,8,2283.63
5123,ORD05123,21-10-2023,28-10-2023,CUST0388,PROD690,Consumer,First Class,0.04,462001,141.81,8,3276.48
5124,ORD05124,05-08-2023,10-08-2023,CUST0236,PROD522,Home Office,Same Day,0.43,600001,340.34,7,1811.22
5125,ORD05125,17-04-2024,24-04-2024,CUST0628,PROD665,Corporate,First Class,0.06,560001,186.75,8,1055.84
5126,ORD05126,23-01-2023,30-01-2023,CUST0564,PROD914,Consumer,Second Class,0.38,452001,311.06,8,2676.8
5127,ORD05127,05-06-2022,11-06-2022,CUST0009,PROD773,Consumer,First Class,0.12,781001,277.83,8,1244.97
5128,ORD05128,19-10-2024,22-10-2024,CUST0542,PROD625,Corporate,Second Class,0.08,395001,481.07,5,2139.22
5129,ORD05129,10-11-2024,16-11-2024,CUST0315,PROD250,Home Office,Second Class,0.16,560001,-3.97,6,1937.53
5130,ORD05130,21-07-2023,26-07-2023,CUST0796,PROD266,Consumer,Standard Class,0.19,395001,25.19,7,1036.38
5131,ORD05131,24-08-2023,30-08-2023,CUST0519,PROD615,Home Office,First Class,0.41,440001,-32.3,3,1069.84
5132,ORD05132,12-01-2021,13-01-2021,CUST0023,PROD507,Consumer,Same Day,0.02,800001,433.05,3,378.71
5133,ORD05133,08-11-2024,10-11-2024,CUST0056,PROD438,Corporate,Second Class,0.16,395001,255.74,9,3293.71
5134,ORD05134,23-02-2024,27-02-2024,CUST0684,PROD679,Home Office,Second Class,0.03,226001,55.64,6,989.12
5135,ORD05135,28-10-2024,03-11-2024,CUST0025,PROD238,Corporate,First Class,0.4,411001,10.72,6,156.84
5136,ORD05136,06-12-2022,11-12-2022,CUST0772,PROD693,Corporate,First Class,0.26,226001,480.65,2,236.6
5137,ORD05137,27-11-2023,02-12-2023,CUST0113,PROD570,Consumer,Second Class,0.47,781001,362.25,7,1733.61
5138,ORD05138,09-05-2023,14-05-2023,CUST0797,PROD179,Corporate,Standard Class,0.24,400001,435.93,9,4341.92
5139,ORD05139,26-07-2022,31-07-2022,CUST0153,PROD825,Home Office,Same Day,0.45,160001,474.86,2,592.32
5140,ORD05140,26-06-2022,02-07-2022,CUST0029,PROD847,Consumer,Same Day,0.16,380001,-27.49,6,720.6
5141,ORD05141,20-02-2022,24-02-2022,CUST0551,PROD358,Home Office,Same Day,0.2,226001,78.81,4,1894.81
5142,ORD05142,14-05-2021,16-05-2021,CUST0213,PROD581,Consumer,First Class,0.13,800001,246.87,7,375.98
5143,ORD05143,19-06-2021,20-06-2021,CUST0355,PROD470,Corporate,Second Class,0.11,695001,435.38,2,793.87
5144,ORD05144,01-09-2024,06-09-2024,CUST0713,PROD522,Home Office,Same Day,0.13,110001,239.01,3,507.2
5145,ORD05145,05-05-2023,09-05-2023,CUST0612,PROD465,Home Office,First Class,0.5,226001,441.44,2,125.9
5146,ORD05146,30-04-2021,02-05-2021,CUST0453,PROD223,Consumer,Standard Class,0.2,600001,483.69,6,85.68
5147,ORD05147,03-12-2022,07-12-2022,CUST0777,PROD431,Corporate,Same Day,0.41,530001,140.7,1,20.29
5148,ORD05148,07-03-2024,14-03-2024,CUST0676,PROD667,Corporate,First Class,0.34,380001,460.84,7,2598.39
5149,ORD05149,15-05-2021,19-05-2021,CUST0190,PROD459,Home Office,Standard Class,0.19,226001,218.15,4,1293.05
5150,ORD05150,18-06-2021,21-06-2021,CUST0140,PROD220,Home Office,Same Day,0.29,530001,91.66,3,1444.93
5151,ORD05151,03-02-2023,08-02-2023,CUST0203,PROD537,Home Office,Second Class,0.47,395001,418.68,9,3171.09
5152,ORD05152,14-02-2022,20-02-2022,CUST0396,PROD778,Home Office,First Class,0.06,380001,355.65,8,2056.22
5153,ORD05153,06-12-2021,11-12-2021,CUST0485,PROD593,Corporate,Standard Class,0.44,411001,437.49,5,667.61
5154,ORD05154,17-04-2021,22-04-2021,CUST0074,PROD320,Consumer,First Class,0.11,695001,275.2,1,320.63
5155,ORD05155,02-01-2023,05-01-2023,CUST0402,PROD271,Corporate,Same Day,0.4,560001,246.25,3,1400.3
5156,ORD05156,23-11-2023,29-11-2023,CUST0332,PROD323,Home Office,First Class,0.46,400001,347.24,4,715.92
5157,ORD05157,15-08-2024,17-08-2024,CUST0718,PROD752,Consumer,First Class,0.05,395001,59.75,2,842.09
5158,ORD05158,11-09-2023,18-09-2023,CUST0212,PROD573,Corporate,Standard Class,0.13,500001,214.12,9,1325.91
5159,ORD05159,27-07-2023,03-08-2023,CUST0309,PROD891,Consumer,Standard Class,0.13,226001,155.55,7,2953.49
5160,ORD05160,12-08-2024,16-08-2024,CUST0130,PROD225,Home Office,First Class,0.23,751001,38.2,8,2521.55
5161,ORD05161,09-02-2021,16-02-2021,CUST0548,PROD810,Consumer,Second Class,0.49,395001,295.07,5,980.68
5162,ORD05162,19-07-2024,22-07-2024,CUST0656,PROD434,Consumer,First Class,0.35,462001,319.31,3,975.85
5163,ORD05163,24-11-2023,27-11-2023,CUST0750,PROD456,Consumer,Same Day,0.41,500001,213.06,2,419.31
5164,ORD05164,18-09-2024,21-09-2024,CUST0754,PROD272,Corporate,First Class,0.5,781001,297.13,6,2926.73
5165,ORD05165,03-08-2023,08-08-2023,CUST0677,PROD903,Home Office,Standard Class,0.17,695001,263.41,7,1909.72
